ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
64504	$438	Dallas, ALL	San Francisco, SFO	Closed	31-May-13	03-Jun-13	Round-Trip	Finder's Fee $24	3 Experts	Daniel3
64508	$1,423	Los Angeles, LAX	Florence (Firenze), FLR	Closed	16-Jul-13	(one-way)	One-Way	Finder's Fee $52	3 Experts	Michaelaaronhall
64509	$887	Los Angeles, LAX	Saint George&#039;s, GND	Closed	26-Jun-13	03-Jul-13	Round-Trip	Finder's Fee $34	5 Experts	Mel
64516	$990	Sydney, SYD	Shanghai, PVG	Closed	30-Jun-13	13-Jul-13	Round-Trip	Finder's Fee $51	4 Experts	Sankhi
64518	$967	Sydney, SYD	Tokyo, TYO	Closed	02-Jun-13	03-Jun-13	Round-Trip	Finder's Fee $51	7 Experts	Amandasamsonpage
64519	$1,623	Bangkok, BKK	New York, NYC	Closed	12-Aug-13	(multi-city)	Multi-City	Finder's Fee $59	4 Experts	Mezclada2000
64525	$2,769	Sydney, SYD	Osaka, ALL	Closed	06-Aug-13	(multi-city)	Multi-City	Finder's Fee $150	4 Experts	Svirtechkl
64535	$1,419	Honolulu Oahu, HNL	Bangkok, BKK	Closed	01-Jul-13	(one-way)	One-Way	Finder's Fee $50	5 Experts	Sarastrummer
64537	$1,566	New York, NYC	Tel Aviv, TLV	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $102	5 Experts	Siculars
64538	$464	Mexico City, MEX	Phoenix, PHX	Closed	07-Jul-13	(one-way)	One-Way	Finder's Fee $52	4 Experts	Lasr21
64539	$1,317	Sydney, SYD	Frankfurt, FRA	Closed	16-Aug-13	31-Aug-13	Round-Trip	Finder's Fee $52	6 Experts	Stefanielabrooy
64540	$1,723	Sydney, SYD	Denpasar, DPS	Closed	08-Jun-13	(multi-city)	Multi-City	Finder's Fee $44	3 Experts	Rachel.szekely
64544	$1,349	Auckland, AKL	Europe	Closed	15-Jul-13	(multi-city)	Multi-City	Finder's Fee $36	2 Experts	Vishaljodhani
64546	$800	Anchorage, ANC	New Haven, HVN	Closed	06-Jul-13	(one-way)	One-Way	Finder's Fee $52	2 Experts	Baflynn15
64548	$527	Sydney, SYD	Darwin, DRW	Closed	02-Aug-13	(multi-city)	Multi-City	Finder's Fee $59	4 Experts	Emmajaynedavidso
64553	$1,993	Brussels, ALL	Asunción, ASU	Closed	27-Sep-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Veerlesmet
64557	$1,496	Washington, ALL	Reykjavík, KEF	Closed	12-Jul-13	(one-way)	One-Way	Finder's Fee $66	4 Experts	Rg
64558	$1,171	Singapore, SIN	Paris, CDG	Closed	23-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	3 Experts	Yeikow
64559	$1,000	Melbourne, ALL	Los Angeles, LAX	Closed	05-Jun-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Hany
64560	$2,196	Singapore, SIN	Nice, NCE	Closed	08-Jul-13	(one-way)	One-Way	Finder's Fee $81	3 Experts	Duncanstore
64563	$1,564	New York, JFK	Yaoundé, NSI	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Elarapha
64565	$2,037	Barcelona, BCN	Tel Aviv, ALL	Closed	18-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	3 Experts	Mollerstefan
64567	$924	Copenhagen, CPH	Denver, DEN	Closed	07-Jul-13	(one-way)	One-Way	Finder's Fee $48	5 Experts	Nicoleatkins
64568	$150	Portland, PDX	Paris, CDG	Closed	01-Nov-13	06-Dec-13	Round-Trip	Finder's Fee $74	6 Experts	Paulskiles
64575	$695	Melbourne, ALL	Singapore, SIN	Closed	04-Jul-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Ben5000
64578	$1,570	San Francisco, SFO	Nairobi, NBO	Closed	24-Jun-13	(one-way)	One-Way	Finder's Fee $128	6 Experts	Blairpalmer
64585	$956	Toronto, ALL	Melbourne, ALL	Closed	24-Jul-13	(one-way)	One-Way	Finder's Fee $36	4 Experts	Nat.walker
64593	$678	Las Vegas, LAS	Frankfurt, FRA	Closed	09-Aug-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Florian B
64596	$418	Los Angeles, LAX	Honolulu Oahu, HNL	Closed	22-Jul-13	(one-way)	One-Way	Finder's Fee $36	7 Experts	Tysharris
64599	$1,220	Los Angeles, LAX	Sofia, SOF	Closed	01-Jul-13	01-Oct-13	Round-Trip	Finder's Fee $51	6 Experts	Marijaconeva
64606	$487	Los Angeles, LAX	Albany, ALB	Closed	09-Jun-13	(one-way)	One-Way	Finder's Fee $78	3 Experts	Matt44
64617	$2,235	Bangalore, BLR	Seattle, ALL	Closed	13-Aug-13	(multi-city)	Multi-City	Finder's Fee $111	6 Experts	Gkjohn
64622	$1,234	Ljubljana, LJU	San Francisco, SFO	Closed	01-Aug-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Jugoslavp
64623	$1,211	San Francisco, SFO	Tel Aviv, ALL	Closed	12-Jun-13	(one-way)	One-Way	Finder's Fee $68	4 Experts	Mrkurt
64624	$233	Sacramento, SMF	Seattle, SEA	Closed	11-Jul-13	14-Jul-13	Round-Trip	Finder's Fee $60	7 Experts	Garyjohal
64628	$764	Denpasar, DPS	Vancouver, YVR	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $36	7 Experts	Madeleine.boud
64633	$1,417	Mumbai, BOM	New York, NYC	Closed	22-Jun-13	(one-way)	One-Way	Finder's Fee $66	8 Experts	Shahidhussaink
64634	$1,278	Melbourne, ALL	New York, NYC	Closed	16-Oct-13	30-Oct-13	Round-Trip	Finder's Fee $34	6 Experts	Kdavidson
64645	$560	Tokyo, TYO	Denpasar, DPS	Closed	12-Aug-13	03-Oct-13	Round-Trip	Finder's Fee $34	4 Experts	Natsuko3
64650	$506	Philadelphia, PHL	Seattle, ALL	Closed	02-Jun-13	07-Jun-13	Round-Trip	Finder's Fee $24	4 Experts	Sumitsushi
64654	$1,233	Rome, FCO	Havana, ALL	Closed	07-Aug-13	26-Aug-13	Round-Trip	Finder's Fee $34	3 Experts	Stefanogabrielli
64656	$1,000	Los Angeles, LAX	Washington, ALL	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $54	4 Experts	Georgieblackwell
64659	$1,377	New York, NYC	Toulouse/Blagnac, TLS	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Michaelhb
64663	$1,710	Melbourne, MEL	Gothenburg, ALL	Closed	06-Jul-13	(one-way)	One-Way	Finder's Fee $68	4 Experts	Luke0435
64667	$1,252	Milwaukee, MKE	London, LHR	Closed	24-Jul-13	(one-way)	One-Way	Finder's Fee $51	6 Experts	Rmaigret
64668	$659	Houston, ALL	Medellín, MDE	Closed	11-Jun-13	(one-way)	One-Way	Finder's Fee $51	7 Experts	Allosterical
64670	$1,763	Minneapolis, MSP	Frankfurt, FRA	Closed	16-Jul-13	(multi-city)	Multi-City	Finder's Fee $54	4 Experts	Robmehta
64672	$2,056	Montréal, YUL	Sydney, SYD	Closed	08-Jul-13	15-Jul-13	Round-Trip	Finder's Fee $10	1 Expert	Lauren
64673	$483	Managua, MGA	Montréal, ALL	Closed	15-Jun-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Oscar
64682	$661	San Francisco, SFO	Singapore, SIN	Closed	10-Aug-13	(one-way)	One-Way	Finder's Fee $24	4 Experts	Sanitap9
64684	$862	London, LON	Singapore, SIN	Closed	20-Sep-13	(multi-city)	Multi-City	Finder's Fee $44	7 Experts	Pangselena
64691	$939	Houston, IAH	Istanbul, ALL	Closed	15-Dec-13	(multi-city)	Multi-City	Finder's Fee $88	5 Experts	Srahmadi
64693	$1,797	Melbourne, ALL	London, LON	Closed	20-Jul-13	11-Aug-13	Round-Trip	Finder's Fee $52	1 Expert	Contact15
64694	$471	Kathmandu, KTM	Maroochydore, MCY	Closed	20-Jun-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Cassfarthing
64695	$228	Toronto, YYZ	New York, NYC	Closed	20-Jun-13	23-Jun-13	Round-Trip	Finder's Fee $10	1 Expert	Sensationality
64697	$781	San Francisco, SFO	Tokyo, TYO	Closed	23-Jun-13	(one-way)	One-Way	Finder's Fee $51	7 Experts	Thuc321
64707	$487	Berlin, BER	Miami, MIA	Closed	18-Oct-13	22-Oct-13	Round-Trip	Finder's Fee $76	3 Experts	Thomasgruederich
64708	$63	Sydney, SYD	Athens, ATH	Closed	10-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	6 Experts	Rohbhardwaj
64718	$1,361	Melbourne, MEL	Albuquerque, ABQ	Closed	04-Aug-13	(multi-city)	Multi-City	Finder's Fee $51	3 Experts	Hrpstewart
64729	$836	Dublin, DUB	New York, NYC	Closed	03-Aug-13	31-Aug-13	Round-Trip	Finder's Fee $51	7 Experts	Ktaroff
64730	$1,008	Lima, LIM	Calgary, YYC	Closed	31-Aug-13	10-Sep-13	Round-Trip	Finder's Fee $10	1 Expert	Heather67
64733	$934	London, LON	Cape Town, CPT	Closed	25-Oct-13	09-Nov-13	Round-Trip	Finder's Fee $51	11 Experts	Charles1715
64738	$1,338	Amsterdam, AMS	San Jose, SJO	Closed	10-Aug-13	28-Aug-13	Round-Trip	Finder's Fee $10	1 Expert	Carmensmallegang
64740	$1,089	New York, NYC	Istanbul, ALL	Closed	08-Aug-13	20-Aug-13	Round-Trip	Finder's Fee $34	5 Experts	Pratlde
64742	$618	New York, NYC	Berlin, BER	Closed	04-Sep-13	(multi-city)	Multi-City	Finder's Fee $90	4 Experts	Gjacobs
64744	$882	Dublin, DUB	Hanoi, HAN	Closed	05-Jul-13	(multi-city)	Multi-City	Finder's Fee $34	4 Experts	Rodhan
64748	$608	San Jose, SJC	Egypt	Closed	03-Jun-13	(one-way)	One-Way	Finder's Fee $24	3 Experts	Lukenmike
64754	$783	Brisbane, BNE	Vancouver, YVR	Closed	31-Jul-13	(one-way)	One-Way	Finder's Fee $36	4 Experts	Benjaminsomervil
64755	$1,434	San Jose, SJC	London, LHR	Closed	25-Jun-13	(one-way)	One-Way	Finder's Fee $34	1 Expert	AveryAlvarez
64762	$2,142	Sydney, SYD	Denpasar, DPS	Closed	21-Jun-13	(multi-city)	Multi-City	Finder's Fee $44	3 Experts	Rachel.szekely
64766	$1,882	Paris, CDG	Boston, BOS	Closed	08-Jul-13	(multi-city)	Multi-City	Finder's Fee $108	3 Experts	Arthur Randolph
64767	$1,385	Busan, PUS	Portland, PDX	Closed	03-Aug-13	24-Aug-13	Round-Trip	Finder's Fee $34	3 Experts	Wsummerer
64768	$1,138	Minneapolis, MSP	Zurich, ZRH	Closed	15-Aug-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Aana.maguire
64770	$498	San Francisco, SFO	Burlington, BTV	Closed	26-Jul-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Zcstarr
64773	$684	St Louis, STL	Ho Chi Minh City, SGN	Closed	25-Sep-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Nvhkph
64774	$2,038	Melbourne, ALL	Washington, DCA	Closed	06-Jul-13	(one-way)	One-Way	Finder's Fee $78	4 Experts	Gerry
64776	$124	Ibiza, IBZ	Ajaccio Corsica, AJA	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $36	3 Experts	Tomcampey
64777	$659	London, LHR	Washington, DCA	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $24	7 Experts	Ejf5012
64780	$465	San Diego, SAN	Tampa, TPA	Closed	17-Jun-13	(one-way)	One-Way	Finder's Fee $36	2 Experts	The1nonlymocosa
64781	$2,788	Sydney, SYD	New York, NYC	Closed	01-Jul-13	(multi-city)	Multi-City	Finder's Fee $66	4 Experts	Foxfly
64782	$138	Dallas, DFW	Boston, BOS	Closed	04-Jun-13	(one-way)	One-Way	Finder's Fee $29	6 Experts	Jimmy31
64792	$1,192	Taipei, TPE	San Francisco, SFO	Closed	10-Jul-13	(one-way)	One-Way	Finder's Fee $105	3 Experts	Samteachingesl
64794	$422	Sydney, SYD	Denpasar, DPS	Closed	30-Aug-13	14-Sep-13	Round-Trip	Finder's Fee $34	5 Experts	Damarisgreg
64795	$3,011	Pemba, POL	Europe	Closed	12-Jul-13	(multi-city)	Multi-City	Finder's Fee $96	3 Experts	Breezybrowse
64801	$2,499	Melbourne, MEL	Hong Kong, HKG	Closed	19-Oct-13	(multi-city)	Multi-City	Finder's Fee $138	5 Experts	Lloydsellick
64808	$1,032	Mexico City, MEX	Sydney, SYD	Closed	11-Feb-14	28-Feb-14	Round-Trip	Finder's Fee $78	2 Experts	Edgar.anzaldua
64811	$759	Copenhagen, CPH	Sydney, SYD	Closed	17-Jul-13	(one-way)	One-Way	Finder's Fee $36	3 Experts	Jessiefrahm
64819	$1,066	Washington, DCA	San Francisco, SFO	Closed	01-Jul-13	(multi-city)	Multi-City	Finder's Fee $34	6 Experts	Mahmoudarram
64820	$1,535	New York, NYC	San Francisco, SFO	Closed	24-Jun-13	(one-way)	One-Way	Finder's Fee $59	6 Experts	Julzballa9
64823	$346	Chicago, ALL	Kauai, LIH	Closed	19-Dec-13	04-Jan-14	Round-Trip	Finder's Fee $24	5 Experts	3bryant962kristn
64832	$1,154	Bucharest, OTP	Manila, MNL	Closed	21-Dec-13	05-Jan-14	Round-Trip	Finder's Fee $52	5 Experts	Serban.7000
64835	$990	Houston, ALL	Barranquilla, BAQ	Closed	10-Jun-13	(one-way)	One-Way	Finder's Fee $70	8 Experts	Josephroberts101
64838	$764	Jackson, JAN	Denpasar, DPS	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $24	4 Experts	Mygreenerworld
64839	$230	Sacramento, SMF	Wilmington, ILM	Closed	11-Jul-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Tuliodhernandez
64840	$1,749	Buenos Aires, ALL	Sydney, SYD	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Rob46
64842	$1,298	Buenos Aires, ALL	Barcelona, or Madrid	Closed	30-Aug-13	(multi-city)	Multi-City	Finder's Fee $51	1 Expert	Marie33
64843	$1,203	San Francisco, SFO	Frankfurt, FRA	Closed	01-Aug-13	12-Aug-13	Round-Trip	Finder's Fee $52	8 Experts	Matthewbaier
64851	$1,542	Montevideo, MVD	Copenhagen, CPH	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $51	5 Experts	Llll
64856	$692	New York, NYC	Cannes/Mandelieu, CEQ	Closed	14-Jun-13	22-Jun-13	Round-Trip	Finder's Fee $51	4 Experts	Matt44
64857	$965	Paris, CDG	New York, NYC	Closed	31-Jul-13	28-Aug-13	Round-Trip	Finder's Fee $34	5 Experts	Arn0n0
64859	$1,647	Boston, BOS	Varanasi, VNS	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $59	3 Experts	Chantelrush
64866	$789	Boston, BOS	London, LON	Closed	29-Aug-13	14-Dec-13	Round-Trip	Finder's Fee $10	1 Expert	Jsolomon
64873	$1,120	Sydney, SYD	Dublin, DUB	Closed	27-Aug-13	09-Sep-13	Round-Trip	Finder's Fee $34	3 Experts	Katieoslizlok
64879	$1,106	Sydney, SYD	London, LHR	Closed	08-Jul-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Daviesashley88
64881	$1,637	San Francisco, SFO	Milan, ALL	Closed	23-Jun-13	01-Jul-13	Round-Trip	Finder's Fee $51	6 Experts	Shashashasha
64886	TBA	Chicago, ALL	Kauai, LIH	Closed	19-Dec-13	04-Jan-14	Round-Trip	Finder's Fee $24	0 Experts	Vanessa
64887	$1,114	Chicago, ALL	Kauai, LIH	Closed	19-Dec-13	04-Jan-14	Round-Trip	Finder's Fee $24	4 Experts	3bryant962kristn
64891	$1,483	Vancouver, YVR	New Delhi, DEL	Closed	11-Aug-13	30-Aug-13	Round-Trip	Finder's Fee $51	3 Experts	Zhubinphua0
64899	$896	Boston, BOS	Rome, FCO	Closed	12-Sep-13	20-Sep-13	Round-Trip	Finder's Fee $52	6 Experts	Mw69
64901	$1,020	London, LHR	San Francisco, SFO	Closed	24-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	8 Experts	Baudoin.allan
64902	$1,481	Boston, BOS	Torino, TRN	Closed	26-Jul-13	(one-way)	One-Way	Finder's Fee $74	6 Experts	Wyrmwood
64903	$1,265	Sydney, SYD	Auckland, AKL	Closed	23-Jul-13	(multi-city)	Multi-City	Finder's Fee $51	6 Experts	Smfgreen
64904	$1,111	Boston, BOS	London, LON	Closed	16-Jun-13	(multi-city)	Multi-City	Finder's Fee $51	3 Experts	Mako Hill
64910	$975	Little Rock, LIT	Ho Chi Minh City, SGN	Closed	07-Sep-13	21-Sep-13	Round-Trip	Finder's Fee $10	1 Expert	1900connect
64913	$779	Newark, EWR	Wroclaw, WRO	Closed	26-Jun-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Mattmalysa
64922	$1,227	Newark, EWR	Brussels, ALL	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Saraminard
64926	$1,782	Fort Lauderdale, FLL	Taipei, TPE	Closed	12-Jun-13	28-Jun-13	Round-Trip	Finder's Fee $68	7 Experts	Peterstonge
64931	$1,870	Perth, PER	Louisville, SDF	Closed	22-Aug-13	26-Sep-13	Round-Trip	Finder's Fee $68	6 Experts	Katoros
64932	$915	San Francisco, SFO	Frankfurt, FRA	Closed	11-Jun-13	(multi-city)	Multi-City	Finder's Fee $66	5 Experts	Ostrym
64935	$447	Norfolk, ORF	Key West, EYW	Closed	10-Jun-13	15-Jun-13	Round-Trip	Finder's Fee $84	3 Experts	Vbn8tive
64939	$147	Orlando, MCO	Tulsa, TUL	Closed	14-Jun-13	(one-way)	One-Way	Finder's Fee $76	5 Experts	Turtleguyy
64940	$387	Austin, AUS	Las Vegas, LAS	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Entersanjay
64944	$627	Lahore, LHE	Bangkok, BKK	Closed	07-Jun-13	10-Jun-13	Round-Trip	Finder's Fee $10	1 Expert	Theklassic
64945	$1,245	San Francisco, SFO	Belgrad, BEG	Closed	30-Jul-13	15-Aug-13	Round-Trip	Finder's Fee $51	3 Experts	Martinaninaculja
64946	$294	Columbus, CMH	Norfolk, ORF	Closed	10-Jun-13	14-Jun-13	Round-Trip	Finder's Fee $36	5 Experts	Klwitthauer18
64949	$1,439	San Francisco, SFO	Sydney, SYD	Closed	11-Aug-13	(multi-city)	Multi-City	Finder's Fee $88	4 Experts	Phaedon
64953	$1,074	Armenia, AXM	Minneapolis, MSP	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Benjamink
64954	$1,124	Taipei, TPE	Sharm el Sheikh, SSH	Closed	12-Aug-13	(multi-city)	Multi-City	Finder's Fee $66	5 Experts	Tinahuang
64964	$925	London, LHR	San Francisco, SFO	Closed	10-Jun-13	16-Jun-13	Round-Trip	Finder's Fee $128	9 Experts	Simonify
64972	$2,860	Melbourne, MEL	Honolulu Oahu, HNL	Closed	16-Dec-13	(multi-city)	Multi-City	Finder's Fee $108	3 Experts	Veronicarustica
64973	$1,010	Lima, LIM	Calgary, YYC	Closed	29-Aug-13	09-Sep-13	Round-Trip	Finder's Fee $34	5 Experts	Heather67
64974	$1,534	Philadelphia, PHL	Yangon, RGN	Closed	04-Nov-13	(multi-city)	Multi-City	Finder's Fee $51	3 Experts	Hobgadlng
64976	$1,809	Sydney, SYD	Chicago, ALL	Closed	01-Jul-13	16-Jul-13	Round-Trip	Finder's Fee $51	3 Experts	Adriandean
64979	$1,462	Melbourne, ALL	Vladivostok, VVO	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Katox99
64980	$879	Sydney, SYD	Ho Chi Minh City, SGN	Closed	13-Dec-13	(multi-city)	Multi-City	Finder's Fee $52	2 Experts	Lprigan
64981	$1,982	Adelaide, ADL	Siem Reap, REP	Closed	12-Apr-14	(multi-city)	Multi-City	Finder's Fee $54	1 Expert	Sef
64984	$1,090	Madrid, MAD	New York, NYC	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Dan27
64986	$1,500	Santiago, SCL	New York, NYC	Closed	11-Jun-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Pablo80
65003	$1,284	London, LON	Melbourne, ALL	Closed	07-Jul-13	13-Aug-13	Round-Trip	Finder's Fee $51	7 Experts	Martinjdempsey
65018	$512	Honolulu Oahu, HNL	Seoul, ICN	Closed	10-Oct-13	25-Oct-13	Round-Trip	Finder's Fee $78	4 Experts	Pacovook
65019	$5,787	Jakarta, ALL	Seoul, ALL	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $138	3 Experts	Stefan34
65020	$797	Amman, ALL	Beirut, BEY	Closed	14-Jun-13	(multi-city)	Multi-City	Finder's Fee $51	6 Experts	Glovinsky
65021	$740	Munich, MUC	Las Vegas, LAS	Closed	07-Oct-13	17-Oct-13	Round-Trip	Finder's Fee $34	2 Experts	Suptakurmasana
65023	$2,645	Singapore, SIN	Toronto, ALL	Closed	07-Jun-13	(multi-city)	Multi-City	Finder's Fee $69	4 Experts	Alisoncannon
65026	$1,265	Paris, CDG	Ulan Bator, ULN	Closed	01-Aug-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Lucasdoppelt
65029	$1,472	Cleveland, CLE	Tel Aviv, TLV	Closed	17-Jun-13	(one-way)	One-Way	Finder's Fee $51	4 Experts	Zhazou
65031	$999	Paris, ALL	New York, NYC	Closed	18-Jul-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	Antoinestrauss
65039	$1,837	Sydney, SYD	Las Vegas, LAS	Closed	13-Sep-13	(multi-city)	Multi-City	Finder's Fee $52	3 Experts	Annabrazil
65042	TBA	St Louis, STL	Lyon, LYS	Closed	16-Jun-13	05-Jul-13	Round-Trip	Finder's Fee $34	0 Experts	Joesalerno
65044	$2,080	Amman, AMM	Vienna, VIE	Closed	16-Jun-13	(multi-city)	Multi-City	Finder's Fee $59	2 Experts	Gezzell108
65046	$1,753	San Francisco, SFO	Madrid, MAD	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $81	6 Experts	Johnbocharov
65050	$1,514	Houston, IAH	Shanghai, ALL	Closed	18-Jun-13	(one-way)	One-Way	Finder's Fee $70	3 Experts	Aliceyang1892
65053	$1,353	Grand Rapids, GRR	New Delhi, DEL	Closed	10-Dec-13	(multi-city)	Multi-City	Finder's Fee $90	4 Experts	Akkerhug
65056	$859	Italy	San Francisco, SFO	Closed	25-Jul-13	(one-way)	One-Way	Finder's Fee $36	3 Experts	Michaelandolina
65057	$453	San Francisco, SFO	Atlanta, ATL	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $36	6 Experts	A85brown
65059	$1,433	Atlanta, ATL	Barcelona, BCN	Closed	10-Jul-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Lucach
65065	$1,836	San Francisco, SFO	London, LHR	Closed	05-Aug-13	(one-way)	One-Way	Finder's Fee $74	6 Experts	Carol16
65067	$2,976	Newark, EWR	Tel Aviv, TLV	Closed	09-Nov-13	15-Nov-13	Round-Trip	Finder's Fee $74	5 Experts	Derfran
65068	$5,374	San Jose, SJC	Paris, CDG	Closed	21-Sep-13	(multi-city)	Multi-City	Finder's Fee $128	4 Experts	Ryan41
65070	$3,224	Belo Horizonte, ALL	San Francisco, SFO	Closed	22-Jun-13	30-Jun-13	Round-Trip	Finder's Fee $49	3 Experts	Orsini
65079	$1,473	Hamburg, HAM	Mexico City, MEX	Closed	11-Jun-13	(multi-city)	Multi-City	Finder's Fee $88	4 Experts	M.hornburg71
65084	$452	Las Vegas, LAS	Orlando, MCO	Closed	24-Jun-13	28-Jun-13	Round-Trip	Finder's Fee $60	3 Experts	Rbzimmer33
65091	$1,792	Vancouver, YVR	Rome, FCO	Closed	05-Aug-13	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Jpfoulds
65092	$1,313	New York, NYC	Fresno, FAT	Closed	04-Jul-13	(one-way)	One-Way	Finder's Fee $29	1 Expert	Shivchadha
65099	$336	Kansas City, MCI	Harrisburg, MDT	Closed	09-Jun-13	12-Jun-13	Round-Trip	Finder's Fee $10	1 Expert	Uaconnection
65100	$1,103	Toronto, YYZ	Athens, ATH	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Fjaver
65109	$1,369	Los Angeles, LAX	Vientiane, VTE	Closed	07-Jan-14	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Timetotravel
65110	$1,562	Panama City Beach, ECP	Auckland, AKL	Closed	30-Aug-13	(multi-city)	Multi-City	Finder's Fee $34	2 Experts	Brianlsharp
65111	$450	Kathmandu, KTM	Lapu-Lapu City, CEB	Closed	07-Jun-13	(one-way)	One-Way	Finder's Fee $24	3 Experts	Nitin_arya
65115	$281	Sydney, SYD	Anywhere	Closed	13-Jul-13	(one-way)	One-Way	Finder's Fee $68	6 Experts	Antpascoe
65119	$1,374	San Francisco, SFO	Santiago, SCL	Closed	03-Aug-13	(multi-city)	Multi-City	Finder's Fee $51	6 Experts	Sethhelfgott
65122	$904	Frankfurt, FRA	Kuala Lumpur, KUL	Closed	24-Jul-13	19-Dec-13	Round-Trip	Finder's Fee $34	3 Experts	Mesantdev
65123	$1,008	Brisbane, BNE	London, LON	Closed	10-Oct-13	10-Nov-13	Round-Trip	Finder's Fee $52	4 Experts	Seanblakemore
65125	$142	Colombo, ALL	Kolkata / Calcutta, CCU	Closed	05-Jul-13	(one-way)	One-Way	Finder's Fee $40	5 Experts	Me34
65129	$479	Sydney, SYD	Manila, MNL	Closed	11-Jul-13	(one-way)	One-Way	Finder's Fee $68	1 Expert	Svirtechkl
65130	$1,940	Melbourne, ALL	Frankfurt, FRA	Closed	07-Dec-13	(multi-city)	Multi-City	Finder's Fee $105	3 Experts	Odsturm
65132	$418	New York, NYC	Providenciales Island, PLS	Closed	20-Aug-13	(multi-city)	Multi-City	Finder's Fee $92	4 Experts	Pepe8695
65139	$1,254	Montréal, YUL	Athens, ATH	Closed	13-Jul-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Jason.lapointe
65142	$335	Sydney, SYD	Hong Kong, HKG	Closed	12-Jun-13	16-Jun-13	Round-Trip	Finder's Fee $98	5 Experts	Guerind
65147	$1,907	Boston, BOS	Bangkok, BKK	Closed	09-Aug-13	(one-way)	One-Way	Finder's Fee $59	4 Experts	Itsdavidwu
65148	$2,155	Frankfurt, FRA	St Louis, STL	Closed	22-Jun-13	12-Jul-13	Round-Trip	Finder's Fee $74	5 Experts	Bobrf11
65151	$1,424	Houston, ALL	Barcelona, BCN	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $10	1 Expert	Nikki7
65155	$351	Philadelphia, PHL	Phoenix, PHX	Closed	27-Jun-13	01-Jul-13	Round-Trip	Finder's Fee $36	2 Experts	Phoenixrandall
65156	$985	Boston, BOS	Dublin, DUB	Closed	13-Aug-13	(multi-city)	Multi-City	Finder's Fee $60	2 Experts	Joanmclifford
65158	$1,510	Copenhagen, CPH	Denver, DEN	Closed	08-Jul-13	(one-way)	One-Way	Finder's Fee $68	6 Experts	Atkinslance84
65159	$1,093	New York, NYC	Split, SPU	Closed	25-Jul-13	(one-way)	One-Way	Finder's Fee $51	4 Experts	Juliaccohen
65160	$1,778	Mexico City, MEX	New Delhi, DEL	Closed	06-Jan-14	16-Feb-14	Round-Trip	Finder's Fee $10	1 Expert	Dferta89
65161	$1,958	Chicago, ORD	Trivandrum, TRV	Closed	29-Jul-13	(one-way)	One-Way	Finder's Fee $88	6 Experts	Diannbrizz
