ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
44072	$2,422	Hong Kong, HKG	St Denis, RUN	Closed	30-Apr-13	(multi-city)	Multi-City	Finder's Fee $44	6 Experts	Thibault.delrue
44074	$1,854	Rome, FCO	Beijing, PEK	Closed	16-Jan-13	(one-way)	One-Way	Finder's Fee $49	8 Experts	Catosonner
44075	$151	Barcelona, BCN	Sevilla, SVQ	Closed	10-Jan-13	(one-way)	One-Way	Finder's Fee $44	5 Experts	Montsegarrigues
44078	$586	Salt Lake City, SLC	Washington, ALL	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Samhuttsonn
44079	$300	Paris, ALL	Marrakech, RAK	Closed	03-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Clairebonnet
44083	$907	Cochin, COK	Boston, BOS	Closed	25-Dec-12	(one-way)	One-Way	Finder's Fee $34	4 Experts	Drsameerb
44086	$2,441	Sydney, SYD	Rome, FCO	Closed	12-Apr-13	(one-way)	One-Way	Finder's Fee $59	3 Experts	Andrewdg
44087	$1,017	Sydney, SYD	San Francisco, SFO	Closed	12-Jun-13	(one-way)	One-Way	Finder's Fee $29	5 Experts	Lucielle1234
44089	$778	Helsinki, HEL	Shanghai, ALL	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Stevankirson
44090	$876	Warsaw, WAW	Berlin, BER	Closed	29-Dec-12	(one-way)	One-Way	Finder's Fee $44	3 Experts	Yaroslavpotrowsk
44093	$686	Hanoi, HAN	Melbourne, ALL	Closed	21-Jan-13	(multi-city)	Multi-City	Finder's Fee $49	5 Experts	Rdikate
44101	$1,394	Sydney, SYD	Denpasar, DPS	Closed	25-Dec-12	01-Jan-13	Round-Trip	Finder's Fee $29	6 Experts	Sarahpatto55
44106	$253	Sydney, SYD	Auckland, AKL	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $34	7 Experts	Byronallenbrown
44107	$1,125	Brussels, ALL	San Francisco, SFO	Closed	27-Feb-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Ramon71
44118	$1,046	Bangalore, BLR	San Francisco, SFO	Closed	13-Jan-13	27-Jan-13	Round-Trip	Finder's Fee $49	5 Experts	Rn
44121	$676	Amsterdam, AMS	Vancouver, YVR	Closed	24-Dec-12	(one-way)	One-Way	Finder's Fee $34	6 Experts	Jaap Suter
44138	$915	San Francisco, SFO	Manila, MNL	Closed	22-May-13	05-Jun-13	Round-Trip	Finder's Fee $49	6 Experts	Jaylara
44142	$1,142	New York, JFK	New Delhi, DEL	Closed	27-Dec-12	07-Jan-13	Round-Trip	Finder's Fee $29	4 Experts	Serena.raheja
44149	$2,009	Sydney, SYD	London, LON	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Glenn31
44155	$290	Miami, MIA	Detroit, DTW	Closed	20-Dec-12	(one-way)	One-Way	Finder's Fee $44	4 Experts	Vollmarj
44159	$538	London, YXU	Calgary, YYC	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Ttrypho
44161	$928	Providence, PVD	Boise, BOI	Closed	20-Dec-12	(one-way)	One-Way	Finder's Fee $44	2 Experts	Koneil86
44166	$1,214	Orlando, ALL	Auckland, AKL	Closed	26-Jan-13	(one-way)	One-Way	Finder's Fee $44	6 Experts	Davidcmaxwell
44174	$620	Boston, BOS	Berlin, BER	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $100	4 Experts	Smg_onlineorders
44179	$588	Hyderabad, HYD	Johannesburg, ALL	Closed	08-Feb-13	17-Feb-13	Round-Trip	Finder's Fee $29	3 Experts	Tmayad+user
44181	$1,455	Miami, MIA	Tokyo, TYO	Closed	28-Jan-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Frenkelm
44191	$1,285	Phoenix, PHX	Brisbane, BNE	Closed	29-Jan-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Kj265
44201	$900	New Delhi, DEL	San Francisco, SFO	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $34	2 Experts	Gaurav.qwe
44207	$951	Venice, VCE	San Francisco, SFO	Closed	28-Dec-12	26-Aug-13	Round-Trip	Finder's Fee $49	7 Experts	Alessandro.macca
44213	$1,021	Osaka, KIX	Sydney, SYD	Closed	26-Dec-12	(one-way)	One-Way	Finder's Fee $49	1 Expert	Sustyga
44219	$524	Chengdu, CTU	Newark, EWR	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Suziqiaode
44223	$962	Manama, BAH	London, LON	Closed	30-May-13	(one-way)	One-Way	Finder's Fee $59	3 Experts	Joanyoshea
44225	$726	Newark, EWR	Tokyo, NRT	Closed	24-Apr-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Hre106
44233	$794	Sydney, SYD	Yangon, RGN	Closed	10-Feb-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Flugduese2000
44235	$323	Mombasa, MBA	London, LON	Closed	08-Jan-13	(one-way)	One-Way	Finder's Fee $34	7 Experts	Jamesmummery
44237	$1,039	Munich, MUC	Asunción, ASU	Closed	13-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Suptakurmasana
44252	$234	Karachi, KHI	Dubai, DXB	Closed	14-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Khaledabdul99
44259	$606	Moscow, ALL	New York, NYC	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Katerinasitnikov
44260	$1,420	Barcelona, BCN	New York, NYC	Closed	25-Dec-12	(one-way)	One-Way	Finder's Fee $44	6 Experts	Paulalladrons
44261	$332	Savannah, SAV	Las Vegas, LAS	Closed	14-Feb-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Bruno.dangelo
44262	$570	Washington, ALL	San Francisco, SFO	Closed	02-Jan-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Kateweidelle
44263	$920	Los Angeles, LAX	Beijing, PEK	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Markmayer9997
44267	$194	Pittsburgh, PIT	Boston, BOS	Closed	30-Dec-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Aw351708
44272	$2,465	Wellington, WLG	London, LON	Closed	04-Feb-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Nm.dowse
44277	$1,180	Boston, BOS	Berlin, BER	Closed	05-Jan-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Susanna
44279	$335	London, LON	Goleniow, SZZ	Closed	06-Feb-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Aburtor
44281	$1,032	Bucharest, ALL	Bangkok, BKK	Closed	16-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Andrewstoner689
44283	$542	London, LON	Dubai, DXB	Closed	17-Jan-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Marcuslinder614
44289	$1,065	Siem Reap, REP	Seattle, ALL	Closed	21-Jun-13	(multi-city)	Multi-City	Finder's Fee $49	4 Experts	Adam8
44290	$695	Krasnoyarsk, KJA	Sydney, SYD	Closed	23-Feb-13	(one-way)	One-Way	Finder's Fee $34	1 Expert	Achudaeva
44291	$1,443	Singapore, SIN	Toronto, YYZ	Closed	23-Dec-12	12-Jan-13	Round-Trip	Finder's Fee $49	5 Experts	Michaelmedved18
44295	$907	Sydney, SYD	Yangon, RGN	Closed	11-Mar-13	(multi-city)	Multi-City	Finder's Fee $44	5 Experts	Rollo.browne41
44299	$700	Tallinn, TLL	Caracas, CCS	Closed	21-Feb-13	14-Mar-13	Round-Trip	Finder's Fee $39	2 Experts	Mary.lasprilla
44302	$550	New York, NYC	Tel Aviv, TLV	Closed	12-Apr-13	(one-way)	One-Way	Finder's Fee $59	7 Experts	Tfelzen
44304	$1,653	Ottawa, YOW	Manila, MNL	Closed	28-Dec-12	(one-way)	One-Way	Finder's Fee $39	1 Expert	Amarcoux0209
44313	$814	Milan, ALL	Mexico City, MEX	Closed	02-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	H.garcia48
44322	$650	Birmingham, BHX	Miami, MIA	Closed	14-Mar-13	18-Mar-13	Round-Trip	Finder's Fee $49	9 Experts	Richard.s.fletch
44324	$613	Hartford, BDL	Bangkok, BKK	Closed	05-Mar-13	(one-way)	One-Way	Finder's Fee $59	1 Expert	Robertshanfield
44326	$777	New York, NYC	Paris, ALL	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $44	5 Experts	Mauticiostonelli
44327	$872	Frankfurt, FRA	Tokyo, TYO	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Davidzio280
44328	$1,845	Sydney, SYD	San Francisco, SFO	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $54	3 Experts	Taufiq
44329	$172	Paris, ALL	Istanbul, ALL	Closed	14-Jan-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Wwhitney780
44330	$389	Frankfurt, FRA	Cairo, CAI	Closed	21-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Balogha
44331	$788	Amsterdam, AMS	Brussels, ALL	Closed	04-Mar-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Henrybaxter516
44333	$1,237	Melbourne, ALL	Vancouver, YVR	Closed	15-Jan-13	29-Jan-13	Round-Trip	Finder's Fee $39	6 Experts	James.kermond
44334	$1,281	Amsterdam, AMS	Chicago, ORD	Closed	02-Jan-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Robertfarkas220
44337	$869	Singapore, SIN	Tokyo, TYO	Closed	08-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Lisabond509
44342	$784	San Francisco, SFO	Liberia, LIR	Closed	06-Apr-13	13-Apr-13	Round-Trip	Finder's Fee $39	2 Experts	Anndmartin
44343	$1,997	Auckland, AKL	Austin, AUS	Closed	16-May-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Wijomas
44352	$898	Phoenix, PHX	Brisbane, BNE	Closed	30-Jan-13	(one-way)	One-Way	Finder's Fee $34	2 Experts	Kj265
44355	$7,172	Sydney, SYD	Rio De Janeiro, GIG	Closed	03-Feb-13	19-Feb-13	Round-Trip	Finder's Fee $59	6 Experts	Nealash
44361	$1,264	Charleston, CHS	Marrakech, RAK	Closed	16-Jul-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Gshayban
44363	$570	Tocumen, PTY	San Francisco, SFO	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Tyce
44364	$737	Istanbul, ALL	Bangkok, BKK	Closed	26-Jan-13	09-Feb-13	Round-Trip	Finder's Fee $39	6 Experts	Emily42007
44368	$114	Toronto, YYZ	Anywhere	Closed	25-Dec-12	01-Jan-13	Round-Trip	Finder's Fee $29	3 Experts	Nizarjr
44378	$1,138	Los Angeles, LAX	Sydney, SYD	Closed	03-Mar-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Rainwatermike
44379	$601	Roma, CIA	Tel Aviv, TLV	Closed	27-Dec-12	(one-way)	One-Way	Finder's Fee $44	7 Experts	Giovannioriano
44380	$460	Boston, BOS	San Francisco, SFO	Closed	27-Dec-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Alliepatterson
44381	$668	Roma, CIA	Bangkok, BKK	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Ciroragucci
44389	$474	Dubai, DXB	Singapore, SIN	Closed	17-Jan-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Mireiamartin769
44390	$1,902	Beijing, PEK	Moscow, ALL	Closed	08-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Ricktanner585
44392	$130	Barcelona, BCN	Poznan, POZ	Closed	30-Dec-12	(one-way)	One-Way	Finder's Fee $49	2 Experts	Yordanovaralitsa
44395	$644	San Francisco, SFO	Cancún, CUN	Closed	10-Jan-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Nil.ness
44402	$672	Washington, IAD	London, LON	Closed	03-Apr-13	08-May-13	Round-Trip	Finder's Fee $39	8 Experts	Carterhphillips
44414	$1,037	Sydney, SYD	Kuala Lumpur, KUL	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $29	9 Experts	Tj.tan
44419	$1,055	Melbourne, ALL	Ahmedabad, AMD	Closed	01-Feb-13	16-Feb-13	Round-Trip	Finder's Fee $29	6 Experts	Dbpatel.15
44429	$808	New Delhi, DEL	San Francisco, SFO	Closed	13-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Gaurav.qwe
44432	$2,008	Melbourne, MEL	Tel Aviv, TLV	Closed	15-Feb-13	29-Mar-13	Round-Trip	Finder's Fee $39	6 Experts	Danyta11
44434	$1,138	Zurich, ZRH	Quito, UIO	Closed	31-Jan-13	(one-way)	One-Way	Finder's Fee $60	7 Experts	Mguldimann
44440	$10	New York, NYC	Fort Lauderdale, FLL	Closed	28-Dec-12	01-Jan-13	Round-Trip	Finder's Fee $29	7 Experts	Amrish.singh
44446	$644	New York, NYC	Paris, ALL	Closed	10-Feb-13	(multi-city)	Multi-City	Finder's Fee $49	6 Experts	Annethompsonmary
44449	$454	Santa Ana, SNA	Philadelphia, PHL	Closed	28-Dec-12	01-Jan-13	Round-Trip	Finder's Fee $49	1 Expert	Missambitions
44461	$634	Rio De Janeiro, ALL	Buenos Aires, ALL	Closed	06-Feb-13	(one-way)	One-Way	Finder's Fee $44	5 Experts	Militsarainen
44471	$158	Auckland, AKL	Sydney, SYD	Closed	28-Dec-12	(one-way)	One-Way	Finder's Fee $34	5 Experts	Byronallenbrown
44477	$292	Bucharest, ALL	Montpellier, MPL	Closed	30-Jul-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	Buterfly112us
44484	$1,414	Melbourne, ALL	New York, JFK	Closed	13-Apr-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Auminea
44488	$891	Barcelona, BCN	Singapore, SIN	Closed	29-Dec-12	(one-way)	One-Way	Finder's Fee $39	5 Experts	Kasandramalkova
44490	$792	Washington, ALL	Florence (Firenze), FLR	Closed	09-May-13	(one-way)	One-Way	Finder's Fee $44	8 Experts	Cclurman
44502	$2,112	San Francisco, SFO	Motu Mute, BOB	Closed	23-Mar-13	30-Mar-13	Round-Trip	Finder's Fee $49	3 Experts	Daniloct
44508	$816	Barcelona, BCN	Mexico City, MEX	Closed	09-Jan-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Melinagaret
44524	$798	Barcelona, BCN	Milan, ALL	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $54	3 Experts	Paulasidorenkova
44525	$822	Miami, MIA	Madrid, MAD	Closed	05-Jan-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Rodrickdennt
44529	$653	Melbourne, MEL	Phuket, HKT	Closed	02-Feb-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Joel.carnegie
44534	$5,950	Melbourne, ALL	Nice, NCE	Closed	23-Aug-13	27-Sep-13	Round-Trip	Finder's Fee $59	8 Experts	Susie38
44536	$4,063	New York, JFK	Reno, RNO	Closed	24-Aug-13	(multi-city)	Multi-City	Finder's Fee $64	5 Experts	Brcole
44540	$994	Seattle, ALL	Phuket, HKT	Closed	08-Feb-13	08-Aug-13	Round-Trip	Finder's Fee $39	4 Experts	Kbanks
44545	$1,382	Portland, PDX	Auckland, AKL	Closed	22-Jan-13	(one-way)	One-Way	Finder's Fee $100	3 Experts	Beccaqbower
44546	$1,230	Chicago, ORD	Koh Samui (Ko Samui), USM	Closed	06-Oct-13	15-Oct-13	Round-Trip	Finder's Fee $29	4 Experts	Bpcoleman
44551	$527	Tokyo, NRT	San Francisco, SFO	Closed	22-Jan-13	(one-way)	One-Way	Finder's Fee $34	8 Experts	Sunnyonweb23
44559	$1,147	Melbourne, ALL	Sapporo, CTS	Closed	09-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Isaachoward1080
44568	$867	Tokyo, TYO	Melbourne, ALL	Closed	13-Feb-13	(one-way)	One-Way	Finder's Fee $60	3 Experts	Nerdfunk
44570	$2,201	Beijing, PEK	Frankfurt, FRA	Closed	11-Jan-13	(one-way)	One-Way	Finder's Fee $49	9 Experts	Demiannejasper
44585	$626	Dublin, DUB	Chicago, ORD	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $24	11 Experts	Seamus.a.power
44594	$1,927	Ho Chi Minh City, SGN	Austin, AUS	Closed	08-Mar-13	(multi-city)	Multi-City	Finder's Fee $75	5 Experts	Hawkins
44608	$854	New York, JFK	Sevilla, SVQ	Closed	15-Mar-13	23-Mar-13	Round-Trip	Finder's Fee $34	6 Experts	Dave.eisenberg
44615	$939	Montréal, YUL	Istanbul, ALL	Closed	20-May-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Philippeachkar
44619	$699	Sarajevo, SJJ	Jacksonville, JAX	Closed	11-Apr-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Hajrice
44622	$803	London, LON	San Francisco, SFO	Closed	22-Aug-13	04-Sep-13	Round-Trip	Finder's Fee $50	7 Experts	Baudoin.allan
44628	$437	Guadalajara, GDL	Seattle, SEA	Closed	02-Jan-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Bangoker
44630	$1,031	Las Vegas, LAS	Arusha, JRO	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $34	7 Experts	Wilhelminaspring
44653	$2,446	Monterrey, MTY	Christchurch, CHC	Closed	19-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Arturoboni
44654	$3,475	Melbourne, ALL	Natal, NAT	Closed	27-Dec-12	26-Jan-13	Round-Trip	Finder's Fee $39	4 Experts	Josecm94
44657	$320	Mexico City, MEX	Cancún, CUN	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $44	6 Experts	Gailmike
44660	$543	Willemstad Curacao, CUR	London, LHR	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Thode
44669	$382	Detroit, DTW	Faro, FAO	Closed	02-Feb-13	(one-way)	One-Way	Finder's Fee $29	4 Experts	Rivkahlalie
44674	$793	San Francisco, SFO	Quito, UIO	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Peblita
44675	$1,800	Sydney, SYD	Tokyo, TYO	Closed	28-Dec-12	04-Jan-13	Round-Trip	Finder's Fee $39	4 Experts	Nickhac2
44677	$119	Los Angeles, LAX	Cincinnati, CVG	Closed	08-Jan-13	(one-way)	One-Way	Finder's Fee $34	4 Experts	Dylan.obannion
44678	$369	London, LHR	Moscow, ALL	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Petelebow
44680	$821	London, LON	Singapore, SIN	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Briancrawford241
44696	$599	New York, NYC	Marrakech, RAK	Closed	20-Mar-13	03-Apr-13	Round-Trip	Finder's Fee $29	6 Experts	E.hayes137
44710	$1,177	San Francisco, SFO	Mumbai, BOM	Closed	22-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Manvesh+flightfo
44716	$357	Boston, BOS	Punta Cana, PUJ	Closed	04-Mar-13	(one-way)	One-Way	Finder's Fee $39	10 Experts	Greigd
44718	$767	Chicago, ALL	London, LON	Closed	12-Mar-13	(one-way)	One-Way	Finder's Fee $29	9 Experts	Benbarrick
44732	$747	Atlanta, ATL	Reykjavík, KEF	Closed	13-Feb-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Jepeters
44748	$733	Brisbane, BNE	Paris, ALL	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Ria2112
44775	$579	Paris, ALL	Chicago, ORD	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Ingaeinarsdottir
44791	$907	Sarajevo, SJJ	Jacksonville, JAX	Closed	09-Apr-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Hajrice
44801	$1,128	Boston, BOS	Los Angeles, LAX	Closed	05-Jan-13	(multi-city)	Multi-City	Finder's Fee $44	2 Experts	Hilljess
44804	$1,203	San Francisco, SFO	Cusco, CUZ	Closed	20-Jul-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Aaron.stampa
44809	$992	London, LON	Kuala Lumpur, KUL	Closed	22-Feb-13	01-Mar-13	Round-Trip	Finder's Fee $49	8 Experts	Terry.reynolds
44811	$1,122	St Louis, STL	Tokyo, TYO	Closed	05-Apr-13	16-Apr-13	Round-Trip	Finder's Fee $49	5 Experts	Ltalexander
44823	$727	Sevilla, SVQ	San Francisco, SFO	Closed	08-Feb-13	(one-way)	One-Way	Finder's Fee $50	6 Experts	Inaki
44829	$5,365	Sydney, SYD	London, LON	Closed	11-Apr-13	(one-way)	One-Way	Finder's Fee $49	6 Experts	Steveandmaggie
44836	$1,341	San Francisco, SFO	New Delhi, DEL	Closed	21-Mar-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Abagri
44840	$1,533	Brisbane, BNE	Paris, ALL	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Adamfraser0
44842	$1,205	Ottawa, YOW	Brisbane, BNE	Closed	12-Jan-13	(one-way)	One-Way	Finder's Fee $50	6 Experts	Ahaileyg
44845	$463	Glasgow, ALL	Kraków, KRK	Closed	04-Sep-13	(multi-city)	Multi-City	Finder's Fee $29	1 Expert	Jennyken
44853	$1,921	Reno, RNO	Moscow, SVO	Closed	13-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	1 Expert	Urusaijoe
44855	$486	Sydney, SYD	Yangon, RGN	Closed	18-Mar-13	(multi-city)	Multi-City	Finder's Fee $49	2 Experts	Rollo.browne
44862	$824	Medellín, MDE	Toronto, ALL	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Jp59
44869	$259	Tampa, TPA	Ontario, ONT	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $34	7 Experts	Amo.hagedorn
44872	$1,943	Detroit, DTW	Brisbane, BNE	Closed	23-Jan-13	03-Feb-13	Round-Trip	Finder's Fee $39	4 Experts	Addedflava
44886	$329	Kathmandu, KTM	Seoul, ICN	Closed	04-Apr-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Sudos
44889	$1,668	Perth, PER	New York, NYC	Closed	14-Mar-13	08-Apr-13	Round-Trip	Finder's Fee $39	6 Experts	Original_kboi
44890	$818	Amsterdam, AMS	Los Angeles, LAX	Closed	10-Mar-13	(one-way)	One-Way	Finder's Fee $60	7 Experts	Ichristov
44891	$396	Jakarta, CGK	Hong Kong, HKG	Closed	01-Jan-13	06-Jan-13	Round-Trip	Finder's Fee $39	3 Experts	Widestra
44894	$1,106	Melbourne, ALL	Los Angeles, LAX	Closed	31-May-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Danspringer19
44895	$319	Paris, ALL	Marrakech, RAK	Closed	05-Apr-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Darinkeech
44897	$920	Amsterdam, AMS	Bangkok, BKK	Closed	01-Aug-13	(multi-city)	Multi-City	Finder's Fee $39	4 Experts	Beth.blockk
44898	$628	Frankfurt, FRA	Los Angeles, LAX	Closed	20-Jan-13	25-Jan-13	Round-Trip	Finder's Fee $39	6 Experts	Alexs
44908	$1,586	Madrid, MAD	Mexico City, MEX	Closed	03-Jan-13	(multi-city)	Multi-City	Finder's Fee $29	4 Experts	Pgpedrejon
44912	$1,374	Berlin, BER	Bangkok, BKK	Closed	12-Feb-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Footless
44916	$655	Sarajevo, SJJ	Los Angeles, LAX	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Kyleigh.hill
44924	$2,019	Vancouver, YVR	London, LON	Closed	14-Feb-13	24-Feb-13	Round-Trip	Finder's Fee $39	7 Experts	Nicolemprimus
44981	$1,002	Denver, DEN	Beijing, ALL	Closed	09-Jan-13	(multi-city)	Multi-City	Finder's Fee $39	5 Experts	Ralfanna
44982	$913	Sydney, SYD	Nadi, NAN	Closed	05-Jan-13	12-Jan-13	Round-Trip	Finder's Fee $39	4 Experts	John115
44988	$841	Mumbai, BOM	Paris, ALL	Closed	06-Mar-13	(multi-city)	Multi-City	Finder's Fee $39	3 Experts	Rindurkar
44993	$874	Ho Chi Minh City, SGN	Amsterdam, AMS	Closed	27-Apr-13	(one-way)	One-Way	Finder's Fee $29	5 Experts	Movid
44996	$927	Bucharest, OTP	Tokyo, NRT	Closed	29-Mar-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Akemi9
45004	$908	Brussels, ALL	Manila, MNL	Closed	27-Apr-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Fabienne_vdk
45005	$734	Toronto, YYZ	Beijing, PEK	Closed	11-Apr-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Holipaz
45014	$957	San Francisco, SFO	Barcelona, BCN	Closed	25-Apr-13	03-May-13	Round-Trip	Finder's Fee $39	6 Experts	Siddarth
45015	$290	Miami, MIA	Bogota, BOG	Closed	15-Mar-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Nathanfuller97
45016	$904	Paris, ALL	Singapore, SIN	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Abeltroncoso
45033	$544	Buenos Aires, ALL	Rio De Janeiro, ALL	Closed	02-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Ibicaherzig
45034	$391	Buenos Aires, ALL	Santiago, SCL	Closed	01-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Migueldelgado584
45035	$1,328	Tocumen, PTY	Buenos Aires, ALL	Closed	02-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Dpotter241
45036	$235	Buenos Aires, ALL	Santiago, SCL	Closed	26-Jan-13	(one-way)	One-Way	Finder's Fee $34	4 Experts	Pedralivan
45039	$1,057	Phoenix, PHX	Taipei, TPE	Closed	07-Feb-13	(one-way)	One-Way	Finder's Fee $29	5 Experts	Madeleinehopson
45040	$859	Singapore, SIN	Paris, ALL	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Lizlynch40
45041	$503	Mexico City, MEX	Bogota, BOG	Closed	25-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Enke.alexandra
45044	$546	Rome, FCO	Boston, BOS	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Doktor.gelev
45045	$3,204	Melbourne, ALL	São Paulo, SAO	Closed	10-Jul-13	(multi-city)	Multi-City	Finder's Fee $49	5 Experts	Martin
45051	$1,685	Washington, DCA	Los Angeles, LAX	Closed	15-Feb-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Augustcwalker
45052	$964	Los Angeles, LAX	Lima, LIM	Closed	01-Jan-13	19-Jan-13	Round-Trip	Finder's Fee $39	3 Experts	Otisfunkmeyer
45071	$1,950	Sydney, SYD	Manchester, MAN	Closed	09-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	6 Experts	Alex_wac22
45076	$3,171	Seattle, ALL	Santiago, SCL	Closed	02-Jan-13	07-Jan-13	Round-Trip	Finder's Fee $59	2 Experts	Martin11
45082	$1,045	Sydney, SYD	Bangkok, BKK	Closed	28-Mar-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Andyf
45098	$407	Sydney, SYD	Nadi, NAN	Closed	16-Feb-13	20-Feb-13	Round-Trip	Finder's Fee $39	4 Experts	Kelzsang_9123
45102	$2,761	Monterrey, MTY	Christchurch, CHC	Closed	19-Jan-13	11-Apr-13	Round-Trip	Finder's Fee $59	4 Experts	Arturoboni
